○　	日,か　
○うせい	旺盛,おうせい	王政,おうせい	急性,きゅうせい	救世,きゅうせい	旧制,きゅうせい	旧姓,きゅうせい	強制,きょうせい	強勢,きょうせい	強請,きょうせい	教生,きょうせい	矯正,きょうせい	行政,ぎょうせい	後世,こうせい	公正,こうせい	厚生,こうせい	恒星,こうせい	抗生,こうせい	攻勢,こうせい	更正,こうせい	更生,こうせい	校正,こうせい	構成,こうせい	高声,こうせい	強請,ごうせい	合成,ごうせい	豪勢,ごうせい	修正,しゅうせい	終世,しゅうせい	終生,しゅうせい	習性,しゅうせい	集成,しゅうせい	銃声,じゅうせい	小生,しょうせい	招請,しょうせい	笑声,しょうせい	上製,じょうせい	情勢,じょうせい	醸成,じょうせい	趨勢,すうせい	創製,そうせい	双生,そうせい	叢生,そうせい	中世,ちゅうせい	中性,ちゅうせい	中正,ちゅうせい	忠誠,ちゅうせい	町政,ちょうせい	調整,ちょうせい	調製,ちょうせい	長逝,ちょうせい	当世,とうせい	統制,とうせい	動静,どうせい	同姓,どうせい	同性,どうせい	同棲,どうせい	農政,のうせい	病勢,びょうせい	法制,ほうせい	法政,ほうせい	砲声,ほうせい	暴政,ぼうせい	優勢,ゆうせい	優性,ゆうせい	遊星,ゆうせい	郵政,ゆうせい	妖精,ようせい	要請,ようせい	陽性,ようせい	養成,ようせい	流星,りゅうせい	隆盛,りゅうせい	両性,りょうせい	両棲,りょうせい	老成,ろうせい
○うせいざい	抗生剤,こうせいざい
○うせいしゅ	救世主,きゅうせいしゅ
○うせいじ	双生児,そうせいじ
○うせいじゅし	合成樹脂,ごうせいじゅし
○うせき	旧跡,きゅうせき	業績,ぎょうせき	行跡,ぎょうせき	空席,くうせき	功績,こうせき	航跡,こうせき	鉱石,こうせき	集積,しゅうせき	重責,じゅうせき	上席,じょうせき	定石,じょうせき	踪跡,そうせき	柱石,ちゅうせき	朝夕,ちょうせき	潮汐,ちょうせき	痛惜,つうせき	投石,とうせき	同席,どうせき	入籍,にゅうせき	宝石,ほうせき	紡績,ぼうせき	容積,ようせき
○うせつ	応接,おうせつ	交接,こうせつ	公設,こうせつ	巧拙,こうせつ	巷説,こうせつ	降雪,こうせつ	高説,こうせつ	豪雪,ごうせつ	小説,しょうせつ	章節,しょうせつ	詳説,しょうせつ	常設,じょうせつ	創設,そうせつ	総説,そうせつ	増設,ぞうせつ	忠節,ちゅうせつ	調節,ちょうせつ	痛切,つうせつ	通説,つうせつ	当節,とうせつ	剽窃,ひょうせつ	風説,ふうせつ	風雪,ふうせつ	熔接,ようせつ	夭折,ようせつ
○うせん	応戦,おうせん	休戦,きゅうせん	九千,きゅうせん	交戦,こうせん	光線,こうせん	公選,こうせん	口銭,こうせん	抗戦,こうせん	鉱泉,こうせん	周旋,しゅうせん	終戦,しゅうせん	商船,しょうせん	乗船,じょうせん	数千,すうせん	造船,ぞうせん	抽選,ちゅうせん	挑戦,ちょうせん	朝鮮,ちょうせん	当選,とうせん	同船,どうせん	銅線,どうせん	入選,にゅうせん	風船,ふうせん	傍線,ぼうせん	棒線,ぼうせん	防戦,ぼうせん	毛氈,もうせん	優先,ゆうせん	有線,ゆうせん	傭船,ようせん	用箋,ようせん	稜線,りょうせん
○うせんか	ほうせんか,ほうせんか
○うせんきょ	総選挙,そうせんきょ
○うせんけい	流線型,りゅうせんけい
○うせんてき	好戦的,こうせんてき
○うせんぽう	急先鋒,きゅうせんぽう
○うぜい	重税,じゅうぜい	総勢,そうぜい	増税,ぞうぜい	中背,ちゅうぜい	徴税,ちょうぜい	町税,ちょうぜい	同勢,どうぜい	納税,のうぜい	遊説,ゆうぜい	郵税,ゆうぜい
○うぜき	狼藉,ろうぜき
○うぜつ	饒舌,じょうぜつ	壮絶,そうぜつ	中絶,ちゅうぜつ
○うぜん	空前,くうぜん	偶然,ぐうぜん	公然,こうぜん	昂然,こうぜん	浩然,こうぜん	轟然,ごうぜん	傲然,ごうぜん	修繕,しゅうぜん	従前,じゅうぜん	悄然,しょうぜん	騒然,そうぜん	超然,ちょうぜん	東漸,とうぜん	当然,とうぜん	陶然,とうぜん	同然,どうぜん	飄然,ひょうぜん	茫然,ぼうぜん	猛然,もうぜん	友禅,ゆうぜん	悠然,ゆうぜん	瞭然,りょうぜん
○うぜんぜつご	空前絶後,くうぜんぜつご
○うぜんのき	浩然の気,こうぜんのき
○うぜんのともしび	風前の燈,ふうぜんのともしび
○うそ	教祖,きょうそ	空疎,くうそ	公訴,こうそ	控訴,こうそ	酵素,こうそ	宗祖,しゅうそ	上訴,じょうそ	彫塑,ちょうそ	入ソ,にゅうそ	要素,ようそ	労組,ろうそ
○うそう	競漕,きょうそう	競争,きょうそう	競走,きょうそう	協奏,きょうそう	強壮,きょうそう	狂躁,きょうそう	形相,ぎょうそう	空想,くうそう	広壮,こうそう	抗争,こうそう	構想,こうそう	高僧,こうそう	高層,こうそう	豪壮,ごうそう	縦走,じゅうそう	重曹,じゅうそう	少壮,しょうそう	尚早,しょうそう	焦躁,しょうそう	上奏,じょうそう	上層,じょうそう	情操,じょうそう	そうそう,そうそう	早々,そうそう	草創,そうそう	葬送,そうそう	淙々,そうそう	錚々,そうそう	刀槍,とうそう	逃走,とうそう	闘争,とうそう	同窓,どうそう	包装,ほうそう	放送,ほうそう	疱瘡,ほうそう	暴走,ぼうそう	妄想,もうそう	勇壮,ゆうそう	郵送,ゆうそう	様相,ようそう	洋装,ようそう
○うそうかい	同窓会,どうそうかい
○うそうきょく	狂想曲,きょうそうきょく
○うそうざい	強壮剤,きょうそうざい
○うそうれつじつ	秋霜烈日,しゅうそうれつじつ
○うそく	休息,きゅうそく	急速,きゅうそく	拘束,こうそく	校則,こうそく	高速,こうそく	収束,しゅうそく	終熄,しゅうそく	充足,じゅうそく	消息,しょうそく	長足,ちょうそく	秒速,びょうそく	風速,ふうそく	法則,ほうそく	有職,ゆうそく	蝋燭,ろうそく
○うそくすじ	消息筋,しょうそくすじ
○うそくど	高速度,こうそくど
○うそつ	従卒,じゅうそつ	将卒,しょうそつ	統率,とうそつ
○うそふ	曾祖父,そうそふ
○うそぼ	曾祖母,そうそぼ
○うそん	共存,きょうそん	皇孫,こうそん	曾孫,そうそん	町村,ちょうそん	同村,どうそん	農村,のうそん
○うぞ	どうぞ,どうぞ
○うぞう	急造,きゅうぞう	胸像,きょうぞう	偶像,ぐうぞう	構造,こうぞう	肖像,しょうぞう	醸造,じょうぞう	創造,そうぞう	想像,そうぞう	鋳造,ちゅうぞう	彫像,ちょうぞう	銅像,どうぞう	包蔵,ほうぞう
○うぞうかい	法曹界,ほうぞうかい
○うぞうしい	騒々しい,そうぞうしい
○うぞく	王族,おうぞく	後続,こうぞく	皇族,こうぞく	豪族,ごうぞく	習俗,しゅうぞく	従属,じゅうぞく	装束,しょうぞく	相続,そうぞく	装束,そうぞく	通俗,つうぞく	盗賊,とうぞく	同族,どうぞく	風俗,ふうぞく
○うぞくぜい	相続税,そうぞくぜい
○うぞら	夕空,ゆうぞら
○うぞん	共存,きょうぞん
○うた	小唄,こうた
○うたい	応待,おうたい	横隊,おうたい	旧態,きゅうたい	狂態,きょうたい	嬌態,きょうたい	後退,こうたい	交替,こうたい	醜態,しゅうたい	渋滞,じゅうたい	縦隊,じゅうたい	重態,じゅうたい	小隊,しょうたい	招待,しょうたい	正体,しょうたい	上体,じょうたい	常態,じょうたい	状態,じょうたい	図体,ずうたい	早退,そうたい	相対,そうたい	総体,そうたい	中退,ちゅうたい	中隊,ちゅうたい	動態,どうたい	導体,どうたい	胴体,どうたい	入隊,にゅうたい	病体,びょうたい	風袋,ふうたい	繃帯,ほうたい	妙諦,みょうたい	優待,ゆうたい	勇退,ゆうたい	様態,ようたい	要諦,ようたい	流体,りゅうたい	老体,ろうたい
○うたいか	老大家,ろうたいか
○うたいこう	皇太后,こうたいこう
○うたいし	皇太子,こうたいし
○うたいせい	集大成,しゅうたいせい
○うたいてき	相対的,そうたいてき
○うたかとび	棒高跳び,ぼうたかとび
○うたく	供託,きょうたく	教卓,きょうたく	光沢,こうたく	住宅,じゅうたく	沼沢,しょうたく
○うたくち	住宅地,じゅうたくち
○うたける	臈たける,ろうたける
○うたし	用足し,ようたし
○うたつ	上達,じょうたつ	送達,そうたつ	調達,ちょうたつ	通達,つうたつ	到達,とうたつ
○うたら	ぐうたら,ぐうたら
○うたん	驚嘆,きょうたん	降誕,こうたん	剛胆,ごうたん	愁嘆,しゅうたん	絨毯,じゅうたん	小胆,しょうたん	操短,そうたん	長短,ちょうたん	痛嘆,つうたん	濃淡,のうたん	ひょうたん,ひょうたん	両端,りょうたん
○うだ	殴打,おうだ	強打,きょうだ	好打,こうだ	長打,ちょうだ	猛打,もうだ	遊惰,ゆうだ
○うだい	及第,きゅうだい	きょうだい,きょうだい	強大,きょうだい	鏡台,きょうだい	後代,こうだい	広大,こうだい	重大,じゅうだい	上代,じょうだい	壮大,そうだい	総代,そうだい	増大,ぞうだい	長大,ちょうだい	頂戴,ちょうだい	燈台,とうだい	当代,とうだい	標題,ひょうだい	−ほうだい,ほうだい	砲台,ほうだい	尨大,ぼうだい	名代,みょうだい	雄大,ゆうだい	容態,ようだい
○うだく	応諾,おうだく	承諾,しょうだく
○うだち	棒立ち,ぼうだち	夕立,ゆうだち
○うだつ	強奪,ごうだつ	収奪,しゅうだつ	争奪,そうだつ
○うだてる	用立てる,ようだてる
○うだん	横断,おうだん	球団,きゅうだん	糾弾,きゅうだん	教団,きょうだん	教壇,きょうだん	公団,こうだん	講壇,こうだん	講談,こうだん	降壇,こうだん	高段,こうだん	集団,しゅうだん	縦断,じゅうだん	商談,しょうだん	上段,じょうだん	冗談,じょうだん	相談,そうだん	中断,ちゅうだん	中段,ちゅうだん	登壇,とうだん	同断,どうだん	放談,ほうだん	法談,ほうだん	砲弾,ほうだん	盲断,もうだん	勇断,ゆうだん	用談,ようだん	要談,ようだん	両断,りょうだん
○うだんし	好男子,こうだんし
○うだんしゃ	有段者,ゆうだんしゃ
○うち	窮地,きゅうち	旧知,きゅうち	境地,きょうち	巧遅,こうち	巧緻,こうち	拘置,こうち	耕地,こうち	高地,こうち	仕打ち,しうち	周知,しゅうち	衆知,しゅうち	羞恥,しゅうち	承知,しょうち	招致,しょうち	常置,じょうち	数値,すうち	装置,そうち	通知,つうち	手打ち,てうち	倒置,とうち	当地,とうち	統治,とうち	値打ち,ねうち	農地,のうち	風致,ふうち	報知,ほうち	放置,ほうち	法治,ほうち	身内,みうち	誘致,ゆうち	夜討ち,ようち	幼稚,ようち	用地,ようち	留置,りゅうち	領地,りょうち
○うちいし	火打ち石,ひうちいし
○うちえん	幼稚園,ようちえん
○うちく	構築,こうちく	増築,ぞうちく	放逐,ほうちく
○うちくばい	松竹梅,しょうちくばい
○うちこく	法治国,ほうちこく
○うちしょ	拘置所,こうちしょ
○うちしん	求知心,きゅうちしん
○うちふす	腸チフス,ちょうちふす
○うちゃ	紅茶,こうちゃ
○うちゃく	横着,おうちゃく	膠着,こうちゃく	執着,しゅうちゃく	打擲,ちょうちゃく	到着,とうちゃく	漂着,ひょうちゃく
○うちゃくえき	終着駅,しゅうちゃくえき
○うちゅう	宮中,きゅうちゅう	胸中,きょうちゅう	空中,くうちゅう	甲虫,こうちゅう	集中,しゅうちゅう	集注,しゅうちゅう	掌中,しょうちゅう	焼酎,しょうちゅう	城中,じょうちゅう	ちゅうちゅう,ちゅうちゅう	頭注,とうちゅう	道中,どうちゅう	標注,ひょうちゅう	氷柱,ひょうちゅう	評注,ひょうちゅう	病中,びょうちゅう	傍注,ぼうちゅう	幼虫,ようちゅう
○うちゅうがい	病虫害,びょうちゅうがい
○うちゅうざい	防虫剤,ぼうちゅうざい
○うちゅうはっく	十中八九,じゅうちゅうはっく
○うちょ	情緒,じょうちょ	躊躇,ちゅうちょ	良著,りょうちょ
○うちょう	王朝,おうちょう	級長,きゅうちょう	凶兆,きょうちょう	協調,きょうちょう	強調,きょうちょう	候鳥,こうちょう	公聴,こうちょう	好調,こうちょう	校長,こうちょう	紅潮,こうちょう	酋長,しゅうちょう	小腸,しょうちょう	消長,しょうちょう	象徴,しょうちょう	冗長,じょうちょう	情調,じょうちょう	早朝,そうちょう	曹長,そうちょう	総長,そうちょう	荘重,そうちょう	増長,ぞうちょう	ちょうちょう,ちょうちょう	町長,ちょうちょう	長調,ちょうちょう	通帳,つうちょう	通牒,つうちょう	登庁,とうちょう	盗聴,とうちょう	同調,どうちょう	入超,にゅうちょう	風潮,ふうちょう	庖丁,ほうちょう	傍聴,ぼうちょう	防諜,ぼうちょう	明朝,みょうちょう	盲腸,もうちょう	悠長,ゆうちょう	膺懲,ようちょう	流暢,りゅうちょう
○うちょうかい	公聴会,こうちょうかい
○うちょく	硬直,こうちょく	剛直,ごうちょく	詔勅,しょうちょく	当直,とうちょく
○うちよう	膨脹,ぼうちよう
○うちん	工賃,こうちん	轟沈,ごうちん	重鎮,じゅうちん	銷沈,しょうちん	提灯,ちょうちん
○うっぱら	中っ腹,ちゅうっぱら
